3461,Reed diffuser with one 100ml glass bottle of vanilla fragrance. ,60 x 40,,26 x 6,Glass / Reed
3463,"Stackable porcelain cup and saucer, (sold per 36 pcs)",30 x 50,,13 x 7,Porcelain
3467,Plastic retractable ballpen with blue ink.,40 x 6,,1 x 14,ABS / Steel
3474,"Stackable porcelain cup and saucer, (sold per 36 pcs)",30 x 40,,13 x 6,Porcelain
3481,500ml Travel mug. ,55 x 30 ,,9 x 19,PP / Stainless Steel 201
3486,USB drive (16GB) with twist mechanism to protect the plug,25 x 12,,5 x 2,"ABS, Iron"
3487,House-shaped card memo holder. ,50 x 30,,7 x 11,Cardboard / PET / paper 70 gsm
3514,Four piece plastic manicure set. ,50 x 15,,13 x 2,ABS / Metal / Steel / PS / Steel
3519,Polyester backpack. ,120 x 70,,39 x 30,Polyester 600Dx300D
3539,Bubble gun ,40 x 15,,14 x 13,PE / PS / PP
3541,Plastic water gun,25 x 15,,11 x 13,PE / PS
3546,"Plastic container with lid made of tin,  12 gr of sugar free mints. ",35 dia,,5 x 2,Plastic / Tin
3557,Polyester 600D document bag. ,170 x 60,,30 x 37,Polyester 600D
3560,Polyester laptop bag.,150 x 75,,27 x 37,Polyester 600D
3562,Polyester 600D travel bag. ,140 x 90,90 x 70,32 x 58,Polyester 600D / PVC backing
3572,Sports/Travel bag.,190 x 80,,57 x 30,Polyester 600D
3575,Trolley shopping bag.,140 x 70,,31 x 42,PP / Polyester 210D
3576,Backpack in a 600d polyester. ,120 x 90,,32 x 43,Polyester 600D
3582,Notebook and ballpen set. ,50 x 60,50 x 5,13 x 17,Aluminium / Cardboard / Paper / PVC
3586,House bookmark,40 x 25,,6 x 22,Paper
3588,Hand sanitizer gel ,12 dia,,3 x 6,PET
3589,"Hand spray, 20ml",45 x 30,,9 x 6,PET
3598,Pencil case. ,90 x 35,,21 x 10,Polyester 420D
3599,House shaped key holder,30 x 15,,7 x 5,Zinc / Metal
3601,House shaped key holder,15 x 6,23 x 23,7 x 3,Zinc / Metal / Iron
3604,Six can polyester cooler bag.,110 x 60,,21 x 13,Polyester 420D
3609,Cooler/lunch bag. ,90 x 40,,18 x 27,Polyester 420D
3610,Non-woven bag ,240 x 240 ,,38 x 40,Non woven 80gr
3614,26pc Tool set. ,90 x 50,,14 x 20,Aluminium / EVA / Iron
3615,Car shaped metal key holder,12 x 12,,4 x 6,Zinc / Metal
3620,Computer lamp.,45 x 10,,1 x 38,Aluminium / Iron / LED
3637,Polyester 600D cooler. ,100 x 50,80 x 40,20 x 27,PVC / Polyester 600D
3639,USB desk fan.,30 dia ,,15 x 15,PP
3648,Cheese board. ,100 x 15,,30 x 14,Rubberwood / Stainless steel
3656,Six can cooler bag.,100 x 30,,20 x 13,Non woven 80gr / Aluminium foil
3675,Plastic box for an apple.,40 x 25,,11 x 10,PP
3684,Pen holder with clock,40 x 20 ,,6 x 11,ABS / Acrylic / LCD
3685,Desk tidy and clock.,38 x 15,,14 x 7,ABS / Metal / PU
3690,Anti stress decision maker.,35 x 35,,6 x 6,PU Foam
3691,Metal opener,26 x 10,,2 x 1,Zinc
3702,Anti stress dice.,35 x 35,,6 x 6,PU Foam
3710,Foldable nylon frisbee,170 dia ,,9 x 1,Metal / Nylon
3712,Anti stress truck. ,60 x 15,,15 x 4,PU
3724,Salt and pepper mill,35 x 10 ,20 x 30,4 x 11,Aluminium / PP / Stainless Steel 304
3725,Hand shaped five colour plastic text maker.,40 x 30,,8 x 10,PP
3735,Plastic compass ,15 x 15,20 dia ,10 x 6,Plastic / PVC / PP
3739,Plastic cooler/ice bucket.,70 x 40,,25 x 22,PS
3750,Aluminium and plastic credit/business card case,60 x 30 ,40 x 30,11 x 8,Aluminium / Plastic
3751,500ml Stainless steel tumbler.,45 x 30,170 x 30,8 x 18,PP / Stainless Steel 201 / Silicone
3764,Polyester 600D cooler bag. ,100 x 80,140 x 40,20 x 27,PVC / Polyester 600D
3769,Car battery charger set. ,100 x 70,,24 x 18,Nylon 600D
3770,Plastic fly swatter.,70 x 15,,45 x 10,To be specified
3772,Nylon foldable hand held fan. ,45 x 20 ,,8 x 9,ABS / Polyester / Nylon 190T
3783,Plastic light-up yo yo.,25 dia,,6 x 4,Cotton / PS
